listing_key,ticker,exchange,review_kind,classification,decision_candidate,safe_action,confidence,evidence_needed,rationale,do_not_apply_reason
Bursa::0373,0373,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether VERDANT is the current name or if the ticker 0373 corresponds to a different security.",Local name 'VERDANT' and twelvedata name '0373' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0379,0379,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether PMW International Bhd is the current name or if the ticker 0379 corresponds to a different security.",Local name 'PMW International Bhd' and twelvedata name '0379' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0380,0380,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether Aquawalk Group Berhad is the current name or if the ticker 0380 corresponds to a different security.",Local name 'Aquawalk Group Berhad' and twelvedata name '0380' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0381,0381,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether Polymer Link Holdings Berhad is the current name or if the ticker 0381 corresponds to a different security.",Local name 'Polymer Link Holdings Berhad' and twelvedata name '0381' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0382,0382,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether Foodie Media Berhad is the current name or if the ticker 0382 corresponds to a different security.",Local name 'Foodie Media Berhad' and twelvedata name '0382' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0383,0383,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether PSP Energy Berhad is the current name or if the ticker 0383 corresponds to a different security.",Local name 'PSP Energy Berhad' and twelvedata name '0383' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::0385,0385,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether BMS is the current name or if the ticker 0385 corresponds to a different security.",Local name 'BMS' and twelvedata name '0385' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::5341,5341,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether LAC MED BERHAD is the current name or if the ticker 5341 corresponds to a different security.",Local name 'LAC MED BERHAD' and twelvedata name '5341' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
Bursa::5343,5343,Bursa,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether Wasco Greenergy Berhad is the current name or if the ticker 5343 corresponds to a different security.",Local name 'Wasco Greenergy Berhad' and twelvedata name '5343' are completely different; no official evidence provided to determine if it's a rename or different security.,No official evidence to support either rename or different security classification.
KOSDAQ::036170,036170,KOSDAQ,twelvedata_name_mismatch,uncertain,needs_official_evidence,needs_official_evidence,0.0,"Official evidence (e.g., company filings, exchange announcements) to confirm whether HMNEX Co., Ltd. is the current name or if the ticker 036170 corresponds to a different security (e.g., Cloud Air Co., Ltd.).","Local name 'HMNEX Co., Ltd.' and twelvedata name 'Cloud Air Co., Ltd.' are completely different; no official evidence provided to determine if it's a rename or different security.",No official evidence to support either rename or different security classification.
